"","HL_5N2_t0_R1","HL_5N2_t0_R2","HL_5N2_t0_R3","HL_5N2_t0_R4","HL_5N2_t1_R1","HL_5N2_t1_R2","HL_5N2_t1_R3","HL_5N2_t1_R4","HL_5N2_t2_R1","HL_5N2_t2_R2","HL_5N2_t2_R3","HL_5N2_t2_R4","HL_5N2_t3_R1","HL_5N2_t3_R2","HL_5N2_t3_R3","HL_5N2_t3_R4","HL_5N2_t4_R1","HL_5N2_t4_R2","HL_5N2_t4_R3","HL_5N2_t4_R4","HL_5N2_t5_R1","HL_5N2_t5_R2","HL_5N2_t5_R3","HL_5N2_t5_R4","HL_5N2_t6_R1","HL_5N2_t6_R2","HL_5N2_t6_R3","HL_5N2_t6_R4","HL_5N2_t7_R1","HL_5N2_t7_R2","HL_5N2_t7_R3","HL_5N2_t7_R4","LD_N2_t0_R1","LD_N2_t0_R2","LD_N2_t0_R3","LD_N2_t1_R1","LD_N2_t1_R2","LD_N2_t1_R3","LD_N2_t2_R1","LD_N2_t2_R2","LD_N2_t2_R3","LD_N2_t3_R1","LD_N2_t3_R2","LD_N2_t3_R3","LD_N2_t4_R1","LD_N2_t4_R2","LD_N2_t4_R3","LD_N2_t5_R1","LD_N2_t5_R2","LD_N2_t5_R3"
"HL_5N2_t6_R1",-0.189328627185136,-0.318418707977608,-0.343574785929115,-0.275061975516203,-0.191692990348269,-0.109577260791271,-0.230570584106944,-0.16242042131981,0.903231777695285,0.934399429912101,0.925555626303286,0.886083599655679,0.946099561889021,0.944459188813119,0.83573071781326,0.938496671555268,0.908380722344849,0.965955530882735,0.633545086973292,0.803872493283286,0.988317327158283,0.942784945745836,0.652470821687416,0.916080198481994,1,0.914764863065488,0.791638184010558,0.98436914352788,0.989092777949434,0.901919072702284,0.921484365998434,0.997408970852824,-0.254388561844874,-0.321829094334317,-0.21893328357989,-0.185357052430441,-0.539632821003822,0.611209855295962,0.153854539796688,-0.547300064210553,0.769558368934733,-0.108915744328166,-0.417528044078926,0.95434172925549,-0.254496706592287,-0.338994759277924,0.99294581021889,-0.279135023833413,-0.341321923782988,0.995747244751313
"HL_5N2_t6_R2",-0.0348499310985374,-0.191472296124583,-0.221191436006678,-0.142438262059831,-0.0713102578302035,0.0143711730863027,-0.17833280142492,-0.026008646891493,0.910934027403843,0.977878246793521,0.935805645112886,0.892408949334889,0.911318299568116,0.984564637428702,0.707353229451274,0.854564607918593,0.708854404452342,0.985763889513975,0.448319845551328,0.587504917773622,0.872064830063608,0.996387000352294,0.436028595186985,0.733658283795106,0.914764863065488,1,0.595776593136074,0.849486895970077,0.949495240803664,0.999366470603587,0.758223495915878,0.912665554457638,-0.131303940767253,-0.211372689144515,-0.0789054221429196,-0.208367649847028,-0.524471995260196,0.521483233662328,-0.0708538742077268,-0.750166434527186,0.558080780741883,-0.323037566446049,-0.61736196930694,0.845613883438986,-0.44557823870416,-0.529314762486629,0.923113401938154,-0.465092560248105,-0.521845334104897,0.934832418440969
"HL_5N2_t6_R3",-0.530014162983658,-0.632023806426771,-0.655374727491203,-0.602033136390059,-0.487760929173543,-0.441227993812993,-0.444679668775933,-0.553473967853099,0.704447223221013,0.679462212949234,0.792047782799969,0.730358818566599,0.852442966239393,0.714298924295556,0.966298959519509,0.892111892296154,0.917355923545712,0.690496987460912,0.957363200156607,0.988852676453538,0.871235480177957,0.638344344271863,0.976365129744626,0.962922505730106,0.791638184010558,0.595776593136074,1,0.871552558463576,0.715476187925872,0.578892826581438,0.958663113678196,0.794571831131498,-0.571933022566688,-0.619152697367028,-0.550255154048123,-0.241820294610471,-0.592887935090923,0.683689213501404,0.592387045208668,-0.00521359774303431,0.965261827271072,0.417418077944522,0.162618819343683,0.908003114217639,0.318509073047483,0.249419622930021,0.814820309468588,0.298034632043489,0.242072318232125,0.769194347197317
"HL_5N2_t6_R4",-0.284280112242969,-0.407224063190738,-0.43377086233886,-0.369223033039512,-0.269694683712133,-0.205309032526601,-0.286148418538776,-0.269079256502729,0.865161645723632,0.891519479809996,0.905573342775243,0.860747581056459,0.941457739156912,0.902682771468515,0.889365712655648,0.947237834135038,0.958335731521649,0.919399043321187,0.72525736212206,0.880880275942764,0.995203882899417,0.887694303717286,0.752332900871947,0.966606214219707,0.98436914352788,0.849486895970077,0.871552558463576,1,0.958095741136748,0.833175586719633,0.963500861884727,0.986960853065062,-0.337467558723449,-0.400571841505934,-0.304673940798488,-0.195813402294448,-0.561425949272745,0.646117914029628,0.259104492980602,-0.423991243143655,0.844445852895232,0.0104520601416895,-0.290824262861208,0.971676197829865,-0.127266959253701,-0.20893082859891,0.980569108964034,-0.15320345791116,-0.212114361806904,0.969922809904805
"HL_5N2_t7_R1",-0.129200300463291,-0.264261100233796,-0.290862477214117,-0.222196474381787,-0.140336784114457,-0.0648173387628841,-0.201130862707611,-0.106035099617112,0.896617212542325,0.956726013768653,0.920351515584447,0.878157055755679,0.927522836445389,0.957866220362952,0.77808215175896,0.901707295881505,0.860015902871841,0.981365536931322,0.541136253849109,0.723980597292432,0.960330539477532,0.971675083413657,0.558749888906612,0.861179195390956,0.989092777949434,0.949495240803664,0.715476187925872,0.958095741136748,1,0.939250741867269,0.866363549016904,0.990017762940823,-0.196466028460373,-0.265497797014476,-0.155905007739293,-0.191600224979504,-0.530570019142318,0.559458373275644,0.0490684112091517,-0.642932139371996,0.687224327224521,-0.215717076607121,-0.524490528021787,0.920190159681738,-0.356268244956342,-0.441511113179331,0.981942037680738,-0.380117548540648,-0.440189796243673,0.989197410049978
"HL_5N2_t7_R2",-0.0259163978094973,-0.182875048071963,-0.213279588258128,-0.135643675305893,-0.0632217253704682,0.0216787653438522,-0.175618302010235,-0.0186672718066691,0.906860110290655,0.974241513105695,0.930898311149929,0.887922719831751,0.903577215536109,0.981246336405396,0.694885503133107,0.844311965263379,0.686983088423339,0.979868431221075,0.436490508854827,0.569888614958157,0.857234272774619,0.993028435776935,0.420094301522121,0.716173739831955,0.901919072702284,0.999366470603587,0.578892826581438,0.833175586719633,0.939250741867269,1,0.74163662817895,0.89906439415032,-0.123722062298657,-0.204580250591405,-0.0723801054459147,-0.211505895174655,-0.521481846483356,0.50907143154065,-0.0808735090245061,-0.757023949814093,0.541714619803377,-0.331523809767425,-0.623179198916001,0.833232731747776,-0.451943306640893,-0.534941949559579,0.9119215314807,-0.470487261012768,-0.527102919473503,0.924409057005025
"HL_5N2_t7_R3",-0.380613667710157,-0.493600407503285,-0.525548335386729,-0.462789442068428,-0.359222081205745,-0.28885408310681,-0.354809120586765,-0.382298722815988,0.830768997277469,0.819237684786219,0.884308118945369,0.831502525952942,0.931811423031224,0.845974400282332,0.954601868261476,0.954489705152562,0.95497305578743,0.841924781331284,0.860269018120995,0.953048388033356,0.966977620555526,0.796933897039612,0.880087023739418,0.987911780724822,0.921484365998434,0.758223495915878,0.958663113678196,0.963500861884727,0.866363549016904,0.74163662817895,1,0.921772757346964,-0.429760815044306,-0.492480491927093,-0.408796912897426,-0.216121362510164,-0.581804774489247,0.692303337167306,0.39915525318734,-0.254359758648948,0.918153054949002,0.177039644476235,-0.0887220014246445,0.963090451104744,0.0591740252776559,-0.0152204034639116,0.926667234128657,0.0372284043048175,-0.0245686094748484,0.902930141350428
"HL_5N2_t7_R4",-0.192655726635069,-0.322639943191005,-0.350044939800894,-0.278849748154136,-0.19420942433065,-0.118467410467647,-0.233212080398914,-0.1696960257425,0.893819120792105,0.935517060167201,0.924741105607715,0.880765904171934,0.943549216942479,0.942607717531049,0.837445274365109,0.932023643369974,0.915254145424267,0.963561039324251,0.626835055951484,0.801693083102972,0.987447053221833,0.942637114584844,0.653509342212827,0.918248689530639,0.997408970852824,0.912665554457638,0.794571831131498,0.986960853065062,0.990017762940823,0.89906439415032,0.921772757346964,1,-0.257951581817619,-0.321563419027135,-0.212044532597828,-0.184374216219218,-0.544117249257929,0.610271783728013,0.139840530087428,-0.554919990736119,0.763088077300342,-0.124543815660437,-0.427984254093091,0.951675278865215,-0.263848668993148,-0.345398561054145,0.98914820341968,-0.287450256177058,-0.348899064514904,0.989478807704287
"LD_N2_t0_R1",0.924866139139439,0.973460852666766,0.933679923348798,0.918175635025771,0.960762887639412,0.947780208898757,0.929495711598025,0.919378230162481,-0.0216109359092516,-0.0995025855209891,-0.227773447772756,-0.0484023567882798,-0.287382514007624,-0.190077468540076,-0.414861628130492,-0.292747453659468,-0.400332337998076,-0.1737639085471,-0.598994660306427,-0.536552544517354,-0.323291226395504,-0.151185066262743,-0.613698916962613,-0.457892359582354,-0.254388561844874,-0.131303940767253,-0.571933022566688,-0.337467558723449,-0.196466028460373,-0.123722062298657,-0.429760815044306,-0.257951581817619,1,0.977449931540415,0.90489349322439,0.726474072180112,0.84388515809162,-0.0106029976585739,-0.442071759030973,-0.239682511462191,-0.508262236882458,-0.567687025481132,-0.385732002753641,-0.408403828095247,-0.573321368307204,-0.547270761686008,-0.31008101531818,-0.564946058050443,-0.548711696352345,-0.253812911743337
"LD_N2_t0_R2",0.915826753311869,0.98355976085653,0.935206105771241,0.924482332272337,0.923563774239245,0.943946499142886,0.934253620758739,0.928336423873044,-0.103171999616853,-0.181522222794711,-0.305746746343914,-0.136720538544699,-0.366111155895747,-0.267189361656111,-0.474596496321526,-0.363481979551866,-0.451241995252621,-0.25132601790593,-0.650694821471826,-0.584885873528546,-0.388735901529029,-0.228864513976972,-0.646243814071093,-0.509168712424968,-0.321829094334317,-0.211372689144515,-0.619152697367028,-0.400571841505934,-0.265497797014476,-0.204580250591405,-0.492480491927093,-0.321563419027135,0.977449931540415,1,0.906043426415103,0.72942223909571,0.858895904354922,-0.0972282059786363,-0.421822170243807,-0.199504347268835,-0.561068820971521,-0.557068562303937,-0.355575791867504,-0.475825188563293,-0.55334977931781,-0.519319722958307,-0.386498308087628,-0.534981536291638,-0.525502541709905,-0.328843073482041
"LD_N2_t0_R3",0.958651574878746,0.930103142304703,0.956723781938985,0.971940479570259,0.904891913197401,0.924822453256623,0.869335973634727,0.912095386226788,0.00518907837519659,-0.0448599437107445,-0.150995894738732,-0.00528417349931599,-0.24312554218505,-0.143280996075922,-0.400383194134094,-0.273602529371588,-0.375617427000742,-0.124998356697375,-0.616773902143796,-0.530131420227343,-0.2914523736573,-0.100594868251083,-0.601057332946106,-0.431144491131827,-0.21893328357989,-0.0789054221429196,-0.550255154048123,-0.304673940798488,-0.155905007739293,-0.0723801054459147,-0.408796912897426,-0.212044532597828,0.90489349322439,0.906043426415103,1,0.789167633327708,0.778040446362736,0.0485105551686176,-0.503522228279589,-0.316078996702316,-0.537628719247542,-0.668437077757101,-0.515630321800158,-0.376757679827665,-0.665753798353311,-0.622944759697474,-0.281973958834388,-0.656407160704935,-0.631634644101063,-0.227377159224451
"LD_N2_t1_R1",0.78708010216978,0.723312025832438,0.793581244718929,0.798048415752531,0.769212234824042,0.779451405020128,0.868279787667594,0.71714903172434,0.0711189062563736,-0.0893834690212065,-0.0883940520783112,0.102952906184484,-0.134584003519414,-0.184200289994129,-0.121964732413603,-0.100148119724922,-0.16860981751158,-0.181169999835516,-0.227886265450542,-0.181899588564669,-0.189357212972945,-0.204678983738052,-0.217965584722016,-0.202603517802797,-0.185357052430441,-0.208367649847028,-0.241820294610471,-0.195813402294448,-0.191600224979504,-0.211505895174655,-0.216121362510164,-0.184374216219218,0.726474072180112,0.72942223909571,0.789167633327708,1,0.848658082861859,0.41333851555613,0.0491117116509675,0.159700055466291,-0.155102389162153,-0.153098835462063,-0.044269142604136,-0.208106300536502,-0.193286600168545,-0.165848436298939,-0.227109866037168,-0.206485428612623,-0.168878063995767,-0.207882569415133
"LD_N2_t1_R2",0.793582192039165,0.847731702371701,0.855322793064484,0.831328291728651,0.846080142322748,0.780395483554714,0.886727295153244,0.760191856501812,-0.303621062106873,-0.449618374685133,-0.49230836950266,-0.294254614413416,-0.522962807427063,-0.536337109417302,-0.506223764858532,-0.490932233776083,-0.520072702637313,-0.523280466092885,-0.535492828171487,-0.542331681073579,-0.555186513023046,-0.531256836355107,-0.535812090111795,-0.576850802765004,-0.539632821003822,-0.524471995260196,-0.592887935090923,-0.561425949272745,-0.530570019142318,-0.521481846483356,-0.581804774489247,-0.544117249257929,0.84388515809162,0.858895904354922,0.778040446362736,0.848658082861859,1,-0.00432953023047057,-0.109689744273158,0.266081479761526,-0.497314232403984,-0.16191971303506,0.0598090156040766,-0.590413556395927,-0.157214769615723,-0.100537832755295,-0.581979481700257,-0.156170028977884,-0.108174546454434,-0.551258107037254
"LD_N2_t1_R3",0.113734244189569,-0.0872230145923483,-0.0564379271225415,0.0244705737580966,0.0971808230762008,0.12846679487145,0.137117867096444,0.0400876909180636,0.760161141060311,0.637958452097667,0.731645770413007,0.810311367217939,0.739262267096895,0.613793004534569,0.769680150054395,0.762344145625608,0.655470520673059,0.594776118888159,0.662323826383678,0.71202760632858,0.664388639218223,0.54174378220995,0.645718073709687,0.682303542608606,0.611209855295962,0.521483233662328,0.683689213501404,0.646117914029628,0.559458373275644,0.50907143154065,0.692303337167306,0.610271783728013,-0.0106029976585739,-0.0972282059786363,0.0485105551686176,0.41333851555613,-0.00432953023047057,1,0.435617478970342,-0.0148889116757618,0.71782310356675,0.180591617226398,0.00389854191424729,0.696145972249341,0.0586275494239733,0.00913378226589333,0.629507738165447,0.00954586048139415,0.0213006933139215,0.597641714379555
"LD_N2_t2_R1",-0.469764735379198,-0.4580004861263,-0.454224647334407,-0.46576940021757,-0.368044571342433,-0.35582814079493,-0.202239996647892,-0.449751903368156,0.179587514025834,0.040409597590403,0.204320196883538,0.230223005094128,0.282106070222798,0.0704534812820534,0.558653145999543,0.384195598055565,0.409039357171637,0.0273124373618267,0.721427729645327,0.634308293510468,0.259456552686563,-0.0344220755759984,0.720755220629433,0.462467245874465,0.153854539796688,-0.0708538742077268,0.592387045208668,0.259104492980602,0.0490684112091517,-0.0808735090245061,0.39915525318734,0.139840530087428,-0.442071759030973,-0.421822170243807,-0.503522228279589,0.0491117116509675,-0.109689744273158,0.435617478970342,1,0.671498481246061,0.699084218917636,0.893822143378279,0.751600124007274,0.398115457676713,0.817397595765641,0.777508289941424,0.199817796511189,0.807579095629944,0.770916157758607,0.144290249123001
"LD_N2_t2_R2",-0.313047396226594,-0.235353952656244,-0.184618441520167,-0.245161610932331,-0.235959631490982,-0.312152830771453,-0.0573173010227458,-0.348804347446476,-0.534585036238149,-0.658439693890409,-0.512003772736853,-0.474531634189074,-0.444923691980602,-0.646960710303395,-0.121522019442578,-0.346844020016686,-0.219866868674205,-0.674442576827094,0.192001983152701,0.0204652948836705,-0.440811512513573,-0.725899780182982,0.18711918990584,-0.209145184462908,-0.547300064210553,-0.750166434527186,-0.00521359774303431,-0.423991243143655,-0.642932139371996,-0.757023949814093,-0.254359758648948,-0.554919990736119,-0.239682511462191,-0.199504347268835,-0.316078996702316,0.159700055466291,0.266081479761526,-0.0148889116757618,0.671498481246061,1,0.0784449028556885,0.838571584608243,0.946574860891427,-0.330733705711219,0.881522353807072,0.909086362042596,-0.510756282201264,0.874015022879862,0.912572040978075,-0.566389258283788
"LD_N2_t2_R3",-0.503340248509537,-0.582871772908798,-0.607137739504338,-0.571226966138984,-0.420988417612957,-0.383407991009297,-0.345051979854744,-0.490275560474243,0.705282393489238,0.642887192713957,0.757007214232762,0.735824445009461,0.825126439142262,0.679513146768822,0.951340083794626,0.888734805314242,0.891766820612841,0.656572305588928,0.951757240612252,0.988150111788431,0.843276916787641,0.601237483727951,0.954772769931838,0.942700883690629,0.769558368934733,0.558080780741883,0.965261827271072,0.844445852895232,0.687224327224521,0.541714619803377,0.918153054949002,0.763088077300342,-0.508262236882458,-0.561068820971521,-0.537628719247542,-0.155102389162153,-0.497314232403984,0.71782310356675,0.699084218917636,0.0784449028556885,1,0.508531089956342,0.241027782855208,0.906303459700078,0.387166778789284,0.311070917968102,0.79918416403771,0.363277007252972,0.308993147093325,0.756649785395418
"LD_N2_t3_R1",-0.645380401335442,-0.598913794489321,-0.567836073490982,-0.606938986929863,-0.527389538605103,-0.570976009716303,-0.362534501995993,-0.648798846749325,-0.153642112521507,-0.245771494133823,-0.0765344036586592,-0.0912504459583246,0.00945051621907132,-0.199532831806356,0.313922089662103,0.10573221213583,0.202799206499317,-0.237334769599741,0.589912712394552,0.439982854830393,0.0053786705055183,-0.293610310832938,0.577398102416008,0.230051613151134,-0.108915744328166,-0.323037566446049,0.417418077944522,0.0104520601416895,-0.215717076607121,-0.331523809767425,0.177039644476235,-0.124543815660437,-0.567687025481132,-0.557068562303937,-0.668437077757101,-0.153098835462063,-0.16191971303506,0.180591617226398,0.893822143378279,0.838571584608243,0.508531089956342,1,0.908232548151208,0.146627003499204,0.977100835823352,0.945434461632101,-0.0446316534598057,0.962933846792402,0.953903506060168,-0.111542928869942
"LD_N2_t3_R2",-0.497490555700739,-0.386577732669692,-0.387962915618101,-0.44664133738587,-0.378416815185331,-0.441728107167105,-0.223248080281147,-0.487471200846277,-0.411912190539845,-0.546058661384673,-0.378485938603612,-0.365138265215526,-0.294353140568142,-0.497532832512703,0.0476026332385963,-0.191418279994462,-0.10279412326829,-0.543506255746186,0.370435960288715,0.176215831626852,-0.29781665510532,-0.594325083114366,0.353151104381969,-0.0559363917304477,-0.417528044078926,-0.61736196930694,0.162618819343683,-0.290824262861208,-0.524490528021787,-0.623179198916001,-0.0887220014246445,-0.427984254093091,-0.385732002753641,-0.355575791867504,-0.515630321800158,-0.044269142604136,0.0598090156040766,0.00389854191424729,0.751600124007274,0.946574860891427,0.241027782855208,0.908232548151208,1,-0.173253420699587,0.952628866853237,0.97224068419819,-0.370835219357462,0.955085627388747,0.965899692566927,-0.428724509530155
"LD_N2_t3_R3",-0.349517562503018,-0.478325387323965,-0.499446725380523,-0.437556250020083,-0.322210427760735,-0.258450754141142,-0.326778436006387,-0.33144928914123,0.882036895885061,0.886994987442995,0.934566762716101,0.891247865978444,0.96626228170134,0.911143901278334,0.942890475017199,0.977229452794088,0.932886266179679,0.906170130334762,0.808423180764661,0.919792520687947,0.975992328446639,0.875651858617911,0.817154570138823,0.971033312600292,0.95434172925549,0.845613883438986,0.908003114217639,0.971676197829865,0.920190159681738,0.833232731747776,0.963090451104744,0.951675278865215,-0.408403828095247,-0.475825188563293,-0.376757679827665,-0.208106300536502,-0.590413556395927,0.696145972249341,0.398115457676713,-0.330733705711219,0.906303459700078,0.146627003499204,-0.173253420699587,1,0.00871598740769941,-0.0759818263473603,0.972427379891368,-0.0157644068626607,-0.0781173723056192,0.952493248809257
"LD_N2_t4_R1",-0.666163781109712,-0.594268900131286,-0.566677193193199,-0.618285153146415,-0.55263032734043,-0.605519763033397,-0.388084644787288,-0.676180805581483,-0.301516186625663,-0.377466102162395,-0.205712838843604,-0.23693042586657,-0.126792809402925,-0.32617045180667,0.200551184771396,-0.035370876189615,0.0693770054110258,-0.374559799544885,0.506716651154577,0.32386177668549,-0.135966161924083,-0.420997289321406,0.494462224103263,0.104464378387615,-0.254496706592287,-0.44557823870416,0.318509073047483,-0.127266959253701,-0.356268244956342,-0.451943306640893,0.0591740252776559,-0.263848668993148,-0.573321368307204,-0.55334977931781,-0.665753798353311,-0.193286600168545,-0.157214769615723,0.0586275494239733,0.817397595765641,0.881522353807072,0.387166778789284,0.977100835823352,0.952628866853237,0.00871598740769941,1,0.986091027130457,-0.189257929501821,0.995628850541025,0.992216988623051,-0.259509051304176
"LD_N2_t4_R2",-0.632099062528228,-0.549796689774115,-0.528588740369785,-0.579338580847097,-0.512329574877351,-0.59122487370729,-0.36976098547889,-0.636868855670719,-0.376863638043937,-0.467511951329071,-0.289077651388314,-0.314323830030933,-0.211888351128328,-0.413034582506026,0.121380411256056,-0.123773984212691,-0.020122242835377,-0.460875228820934,0.442568998720168,0.252690780851989,-0.219420377167958,-0.506052890495064,0.435754751429601,0.0277185763707622,-0.338994759277924,-0.529314762486629,0.249419622930021,-0.20893082859891,-0.441511113179331,-0.534941949559579,-0.0152204034639116,-0.345398561054145,-0.547270761686008,-0.519319722958307,-0.622944759697474,-0.165848436298939,-0.100537832755295,0.00913378226589333,0.777508289941424,0.909086362042596,0.311070917968102,0.945434461632101,0.97224068419819,-0.0759818263473603,0.986091027130457,1,-0.279576313524698,0.987469894194377,0.99316670323369,-0.345793690272277
"LD_N2_t4_R3",-0.245291136429242,-0.384427421383885,-0.404695979761117,-0.337717688493472,-0.242280034080672,-0.171278943411792,-0.282373736090282,-0.226943603259944,0.904011342601231,0.940825248148802,0.942351580991842,0.89638306279533,0.962680857144272,0.955126519528133,0.861105641353433,0.952298568704805,0.907256579286077,0.968565451054645,0.675819943694603,0.825214368239296,0.986046060550611,0.94758585655838,0.683707014396257,0.923089056604429,0.99294581021889,0.923113401938154,0.814820309468588,0.980569108964034,0.981942037680738,0.9119215314807,0.926667234128657,0.98914820341968,-0.31008101531818,-0.386498308087628,-0.281973958834388,-0.227109866037168,-0.581979481700257,0.629507738165447,0.199817796511189,-0.510756282201264,0.79918416403771,-0.0446316534598057,-0.370835219357462,0.972427379891368,-0.189257929501821,-0.279576313524698,1,-0.217312972223632,-0.276189938656405,0.994962040872139
"LD_N2_t5_R1",-0.668976728144512,-0.576554570975363,-0.560910248058012,-0.616110593462739,-0.546203671062286,-0.593847358903597,-0.379706126883954,-0.668771197694501,-0.324292415775056,-0.400490139477865,-0.228975271928259,-0.26323407015386,-0.15280491703371,-0.34512633555673,0.181292833428429,-0.0586498081656288,0.0414115055268373,-0.398934829024319,0.488132188499307,0.299537504681495,-0.161182146988154,-0.441566804175079,0.479899618013205,0.0828725605219521,-0.279135023833413,-0.465092560248105,0.298034632043489,-0.15320345791116,-0.380117548540648,-0.470487261012768,0.0372284043048175,-0.287450256177058,-0.564946058050443,-0.534981536291638,-0.656407160704935,-0.206485428612623,-0.156170028977884,0.00954586048139415,0.807579095629944,0.874015022879862,0.363277007252972,0.962933846792402,0.955085627388747,-0.0157644068626607,0.995628850541025,0.987469894194377,-0.217312972223632,1,0.987868490422378,-0.284623059788848
"LD_N2_t5_R2",-0.631960033539115,-0.561300078886538,-0.533413882157172,-0.585155103110937,-0.527905244830232,-0.596888775191928,-0.372024002352343,-0.647914721189588,-0.378249687849233,-0.458290172044949,-0.285922765295294,-0.311101392216191,-0.210088634817867,-0.407628622706239,0.117964362576182,-0.121579036267786,-0.021013419660489,-0.456850533947683,0.441565045038247,0.247733344021252,-0.223431243057002,-0.500413988914214,0.424773311244991,0.0209750106453643,-0.341321923782988,-0.521845334104897,0.242072318232125,-0.212114361806904,-0.440189796243673,-0.527102919473503,-0.0245686094748484,-0.348899064514904,-0.548711696352345,-0.525502541709905,-0.631634644101063,-0.168878063995767,-0.108174546454434,0.0213006933139215,0.770916157758607,0.912572040978075,0.308993147093325,0.953903506060168,0.965899692566927,-0.0781173723056192,0.992216988623051,0.99316670323369,-0.276189938656405,0.987868490422378,1,-0.34688188486019
"LD_N2_t5_R3",-0.189782398755015,-0.320871108273767,-0.343915527114737,-0.278062701721579,-0.186851746056065,-0.109746046652995,-0.238732254969675,-0.158431836697806,0.911483389539291,0.942796277457694,0.932265861467172,0.893639325529919,0.948841045990478,0.95690044888889,0.822875853759346,0.936065967097279,0.88113652617103,0.976068111511913,0.620690002239437,0.783618338352278,0.978056324977634,0.957067778918879,0.629174978852186,0.89601818398146,0.995747244751313,0.934832418440969,0.769194347197317,0.969922809904805,0.989197410049978,0.924409057005025,0.902930141350428,0.989478807704287,-0.253812911743337,-0.328843073482041,-0.227377159224451,-0.207882569415133,-0.551258107037254,0.597641714379555,0.144290249123001,-0.566389258283788,0.756649785395418,-0.111542928869942,-0.428724509530155,0.952493248809257,-0.259509051304176,-0.345793690272277,0.994962040872139,-0.284623059788848,-0.34688188486019,1
